% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
261 +3.978673186e+02 +3.978673186e+02 +1.397867319e+03 +1.397867319e+03 -1.0105e+00 +1.1771e+00 -3.9824e+00 -1.1864e+00 +9.9988e-01 +7.8016e-01 +1.2712e+00 -2.1853e+00 +5.0315e-01 +3.1028e+00 +4.9216e-01 +1.6202e+00 -1.1330e+00 +2.9814e+00 -2.9226e+00 -4.5531e-01 +2.9241e+00 +2.2300e+00 -1.2949e+00 +6.3831e-01
% function evaluation | noise-free fitness - Fopt (-2.804500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.755127456e+03 +2.755127456e+03 +2.474677456e+03 +2.474677456e+03 -4.9007e+00 +5.2098e-01 -8.4961e-01 -3.7590e+00 +4.2698e+00 +3.4770e+00 +1.8988e+00 +9.8068e-01 +4.8863e+00 +2.4965e+00 -4.5602e+00 -6.7777e-01 -3.3131e+00 +1.0535e+00 +1.5505e+00 +1.7584e-01 +9.1345e-01 -2.4100e+00 +5.2860e-01 +2.7750e+00
2 +1.891243900e+03 +1.891243900e+03 +1.610793900e+03 +1.610793900e+03 -7.4158e-01 +1.2511e-01 -2.4278e+00 +3.4259e-01 -3.2098e+00 +4.9593e+00 -3.2072e+00 +3.2477e-01 +4.6229e+00 -4.5032e+00 +2.3596e+00 +7.8910e-01 +3.5912e+00 -2.4026e-01 -4.3155e+00 +3.5257e+00 -3.5249e+00 +3.1836e+00 -4.7757e+00 -7.4725e-01
3 +1.225846719e+03 +1.225846719e+03 +9.453967190e+02 +9.453967190e+02 +4.3463e+00 +1.9654e+00 +4.6096e+00 +3.3205e+00 +3.6226e-01 -2.9827e+00 -9.8847e-01 +4.8489e+00 -9.4766e-01 +3.1036e+00 -5.4592e-01 -5.2692e-01 +3.4308e+00 -4.1955e+00 +4.5951e+00 +1.3875e+00 +4.2388e+00 +1.9820e+00 +6.9881e-01 +2.7967e+00
10 +7.017571951e+02 +7.017571951e+02 +4.213071951e+02 +4.213071951e+02 +2.3037e+00 +4.4856e+00 +3.1865e+00 +2.5187e+00 +3.6799e+00 -1.7799e+00 -9.5434e-01 +5.2948e-01 +2.0307e-01 +2.6275e+00 +3.5970e+00 -2.4170e+00 -3.3016e+00 +1.5009e+00 +2.1446e+00 -3.0472e+00 +1.5962e+00 -1.0670e+00 +3.7102e+00 -1.4012e+00
52 +4.987858790e+02 +4.987858790e+02 +2.183358790e+02 +2.183358790e+02 +1.0183e+00 +2.9429e+00 +3.2398e+00 +2.2652e+00 +1.7517e-01 +7.2103e-01 +1.6973e+00 -4.0505e-01 +2.0977e+00 +3.3393e+00 +2.4889e+00 -2.2821e+00 -2.2838e+00 +1.3606e+00 -2.9003e+00 -1.9715e+00 +6.9913e-01 -2.2456e+00 +1.1168e+00 -2.6308e-01
102 +3.841433460e+02 +3.841433460e+02 +1.036933460e+02 +1.036933460e+02 +1.1326e+00 -1.5173e+00 +2.7252e+00 +2.0147e+00 +1.1133e+00 +3.2763e-01 -1.4931e-01 +1.3172e-01 +1.9781e+00 +3.1638e+00 +2.4801e+00 -3.1356e+00 -2.0155e+00 +1.7216e+00 +5.1129e-01 -1.7924e+00 +1.6757e+00 -1.5250e+00 +3.4068e+00 -8.6715e-01
422 +2.491970003e+02 +2.491970003e+02 -3.125299968e+01 -3.125299968e+01 +9.9013e-01 +1.7879e+00 +2.5927e+00 +2.0812e+00 +8.1358e-01 +1.9875e-01 +2.0466e-01 +2.7454e-02 +7.3620e-01 +2.6063e+00 +2.5663e+00 -3.2833e+00 -2.1265e+00 +1.1619e+00 -1.1246e+00 -1.2681e+00 +1.3207e+00 -5.9387e-02 +1.7878e+00 -4.0145e-01
% function evaluation | noise-free fitness - Fopt (4.434000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.656970043e+03 +1.656970043e+03 +1.701310043e+03 +1.701310043e+03 +2.7953e+00 -9.5729e-01 -1.1758e+00 +5.9398e-01 -4.5958e+00 -9.4323e-01 -4.6232e+00 +3.9702e+00 +1.6335e+00 -1.8405e+00 +2.3720e+00 +2.9898e+00 -3.1777e+00 -1.2932e+00 +3.4603e+00 -7.7495e-01 +3.9495e+00 -2.3979e+00 -4.3798e+00 +3.8133e+00
2 +1.250584257e+03 +1.250584257e+03 +1.294924257e+03 +1.294924257e+03 -1.9589e+00 -4.4698e+00 -2.9067e+00 +4.2463e+00 +3.8789e+00 -4.8931e+00 -1.4602e+00 -1.3727e+00 -2.4554e+00 -1.4985e+00 -1.5546e+00 +2.8154e+00 -4.3139e+00 +3.0857e+00 +1.0943e+00 -4.7253e-02 -1.1133e-01 -1.9055e+00 -3.7409e+00 -2.9796e+00
6 +7.903625585e+02 +7.903625585e+02 +8.347025585e+02 +8.347025585e+02 +2.7183e-01 +2.2731e+00 -4.7646e+00 -9.9605e-01 +3.6547e+00 +5.1077e-01 -4.3845e+00 +3.2333e+00 -1.7029e+00 -3.0520e+00 +1.2297e+00 +3.4687e+00 -3.7731e+00 +1.4771e+00 -4.1157e+00 +2.1456e+00 +7.0196e-01 -3.0405e+00 -4.0528e+00 -1.1006e+00
48 +3.967073028e+02 +3.967073028e+02 +4.410473028e+02 +4.410473028e+02 -6.0558e-01 +3.2887e-01 -7.7861e-01 -7.5156e-01 +3.7339e+00 -5.1351e-01 -3.6676e+00 +2.3379e+00 -2.2696e+00 -4.5854e-01 +4.1375e+00 -1.2531e+00 -1.9326e+00 +3.0211e+00 -8.0703e-01 -6.1703e-01 +1.4917e-01 +1.7465e+00 -2.2069e+00 -1.1974e+00
348 +2.464062095e+02 +2.464062095e+02 +2.907462095e+02 +2.907462095e+02 -6.1240e-01 +6.3221e-01 -2.6678e+00 -1.1487e+00 +1.6158e+00 +1.9558e+00 -3.4025e+00 +3.6778e+00 -1.4839e+00 +6.9821e-01 +7.6150e-01 -3.2053e-02 -3.4731e+00 +1.7214e-01 -1.2915e+00 -1.5074e+00 -2.6059e-02 +1.5317e+00 -2.5602e+00 -1.9631e+00
